"ActionKey","Feature","Kind","Context","AdminGrantable","Status","Gate","Risk","DatabaseRisk","Requires","Screens","Guard","CurrentScope"
"finance.bill.read","FX-27","QUERY","SELF","true","Blocked","Q-05-R: advanced ledger semantics not decided; use manual-record baseline","Normal","Normal","","FX27-S07","Historical ledger/account/budget/debt/FX contract remains proposal; category and amount manual flow has separate keys/tables","false"
"finance.bill.create","FX-27","COMMAND","SELF","true","Blocked","Q-05-R: advanced ledger semantics not decided; use manual-record baseline","Normal","Normal","","FX27-S07","Historical ledger/account/budget/debt/FX contract remains proposal; category and amount manual flow has separate keys/tables","false"
"finance.bill.update","FX-27","COMMAND","SELF","true","Blocked","Q-05-R: advanced ledger semantics not decided; use manual-record baseline","Normal","Normal","finance.bill.read","FX27-S07","Historical ledger/account/budget/debt/FX contract remains proposal; category and amount manual flow has separate keys/tables","false"
"finance.subscription.read","FX-27","QUERY","SELF","true","Blocked","Q-05-R: advanced ledger semantics not decided; use manual-record baseline","Normal","Normal","","FX27-S08","Historical ledger/account/budget/debt/FX contract remains proposal; category and amount manual flow has separate keys/tables","false"
"finance.subscription.create","FX-27","COMMAND","SELF","true","Blocked","Q-05-R: advanced ledger semantics not decided; use manual-record baseline","Normal","Normal","","FX27-S08","Historical ledger/account/budget/debt/FX contract remains proposal; category and amount manual flow has separate keys/tables","false"
"finance.subscription.update","FX-27","COMMAND","SELF","true","Blocked","Q-05-R: advanced ledger semantics not decided; use manual-record baseline","Normal","Normal","finance.subscription.read","FX27-S08","Historical ledger/account/budget/debt/FX contract remains proposal; category and amount manual flow has separate keys/tables","false"
"finance.budget.read","FX-27","QUERY","SELF","true","Blocked","Q-05-R: advanced ledger semantics not decided; use manual-record baseline","Normal","Normal","","FX27-S09","Historical ledger/account/budget/debt/FX contract remains proposal; category and amount manual flow has separate keys/tables","false"
"finance.budget.create","FX-27","COMMAND","SELF","true","Blocked","Q-05-R: advanced ledger semantics not decided; use manual-record baseline","Normal","Normal","","FX27-S09","Historical ledger/account/budget/debt/FX contract remains proposal; category and amount manual flow has separate keys/tables","false"
"finance.budget.update","FX-27","COMMAND","SELF","true","Blocked","Q-05-R: advanced ledger semantics not decided; use manual-record baseline","Normal","Normal","finance.budget.read","FX27-S09","Historical ledger/account/budget/debt/FX contract remains proposal; category and amount manual flow has separate keys/tables","false"
"finance.savings.read","FX-27","QUERY","SELF","true","Blocked","Q-05-R: advanced ledger semantics not decided; use manual-record baseline","Normal","Normal","","FX27-S10","Historical ledger/account/budget/debt/FX contract remains proposal; category and amount manual flow has separate keys/tables","false"
"finance.savings.create","FX-27","COMMAND","SELF","true","Blocked","Q-05-R: advanced ledger semantics not decided; use manual-record baseline","Normal","Normal","","FX27-S10","Historical ledger/account/budget/debt/FX contract remains proposal; category and amount manual flow has separate keys/tables","false"
"finance.savings.update","FX-27","COMMAND","SELF","true","Blocked","Q-05-R: advanced ledger semantics not decided; use manual-record baseline","Normal","Normal","finance.savings.read","FX27-S10","Historical ledger/account/budget/debt/FX contract remains proposal; category and amount manual flow has separate keys/tables","false"
"finance.debt.read","FX-27","QUERY","SELF","true","Blocked","Q-05-R: advanced ledger semantics not decided; use manual-record baseline","Normal","Normal","","FX27-S10","Historical ledger/account/budget/debt/FX contract remains proposal; category and amount manual flow has separate keys/tables","false"
"finance.debt.create","FX-27","COMMAND","SELF","true","Blocked","Q-05-R: advanced ledger semantics not decided; use manual-record baseline","Normal","Normal","","FX27-S10","Historical ledger/account/budget/debt/FX contract remains proposal; category and amount manual flow has separate keys/tables","false"
"finance.debt.update","FX-27","COMMAND","SELF","true","Blocked","Q-05-R: advanced ledger semantics not decided; use manual-record baseline","Normal","Normal","finance.debt.read","FX27-S10","Historical ledger/account/budget/debt/FX contract remains proposal; category and amount manual flow has separate keys/tables","false"
"finance.category.merge","FX-27","COMMAND","SELF","true","Blocked","Q-05-R: advanced ledger semantics not decided; use manual-record baseline","Normal","Normal","","FX27-S05","Historical ledger/account/budget/debt/FX contract remains proposal; category and amount manual flow has separate keys/tables","false"
"finance.category.remove","FX-27","COMMAND","SELF","true","Blocked","Q-05-R: advanced ledger semantics not decided; use manual-record baseline","Normal","Normal","","FX27-S05","Historical ledger/account/budget/debt/FX contract remains proposal; category and amount manual flow has separate keys/tables","false"
"finance.bill.cancel","FX-27","COMMAND","SELF","true","Blocked","Q-05-R: advanced ledger semantics not decided; use manual-record baseline","Financial","Administrative","","FX27-S07","Historical ledger/account/budget/debt/FX contract remains proposal; category and amount manual flow has separate keys/tables","false"
"finance.bill.record_payment","FX-27","COMMAND","SELF","true","Blocked","Q-05-R: advanced ledger semantics not decided; use manual-record baseline","Financial","Administrative","","FX27-S07","Historical ledger/account/budget/debt/FX contract remains proposal; category and amount manual flow has separate keys/tables","false"
"finance.bill.void_payment","FX-27","COMMAND","SELF","true","Blocked","Q-05-R: advanced ledger semantics not decided; use manual-record baseline","Financial","Administrative","","FX27-S07","Historical ledger/account/budget/debt/FX contract remains proposal; category and amount manual flow has separate keys/tables","false"
"finance.subscription.pause","FX-27","COMMAND","SELF","true","Blocked","Q-05-R: advanced ledger semantics not decided; use manual-record baseline","Normal","Normal","","FX27-S08","Historical ledger/account/budget/debt/FX contract remains proposal; category and amount manual flow has separate keys/tables","false"
"finance.subscription.cancel","FX-27","COMMAND","SELF","true","Blocked","Q-05-R: advanced ledger semantics not decided; use manual-record baseline","Normal","Normal","","FX27-S08","Historical ledger/account/budget/debt/FX contract remains proposal; category and amount manual flow has separate keys/tables","false"
"finance.subscription.record_price","FX-27","COMMAND","SELF","true","Blocked","Q-05-R: advanced ledger semantics not decided; use manual-record baseline","Normal","Normal","","FX27-S08","Historical ledger/account/budget/debt/FX contract remains proposal; category and amount manual flow has separate keys/tables","false"
"finance.debt.record_payment","FX-27","COMMAND","SELF","true","Blocked","Q-05-R: advanced ledger semantics not decided; use manual-record baseline","Financial","Administrative","","FX27-S10","Historical ledger/account/budget/debt/FX contract remains proposal; category and amount manual flow has separate keys/tables","false"
"finance.debt.adjust_interest","FX-27","COMMAND","SELF","true","Blocked","Q-05-R: advanced ledger semantics not decided; use manual-record baseline","Financial","Administrative","","FX27-S10","Historical ledger/account/budget/debt/FX contract remains proposal; category and amount manual flow has separate keys/tables","false"
"finance.savings.record_progress","FX-27","COMMAND","SELF","true","Blocked","Q-05-R: advanced ledger semantics not decided; use manual-record baseline","Normal","Normal","","FX27-S10","Historical ledger/account/budget/debt/FX contract remains proposal; category and amount manual flow has separate keys/tables","false"
"finance.report.read","FX-27","QUERY","SELF","true","Blocked","Q-05-R: advanced ledger semantics not decided; use manual-record baseline","Normal","Normal","","FX27-S01;FX27-S11","Historical ledger/account/budget/debt/FX contract remains proposal; category and amount manual flow has separate keys/tables","false"
"finance.csv.preview","FX-27","COMPOSITE","SELF","true","Blocked","Q-05-R: advanced ledger semantics not decided; use manual-record baseline","Financial","Administrative","","FX27-S12","Historical ledger/account/budget/debt/FX contract remains proposal; category and amount manual flow has separate keys/tables","false"
"finance.csv.import","FX-27","COMPOSITE","SELF","true","Blocked","Q-05-R: advanced ledger semantics not decided; use manual-record baseline","Financial","Administrative","","FX27-S12","Historical ledger/account/budget/debt/FX contract remains proposal; category and amount manual flow has separate keys/tables","false"
"finance.csv.export","FX-27","COMPOSITE","SELF","true","Blocked","Q-05-R: advanced ledger semantics not decided; use manual-record baseline","Financial","Administrative","","FX27-S12","Historical ledger/account/budget/debt/FX contract remains proposal; category and amount manual flow has separate keys/tables","false"
"finance.report.share","FX-27","COMPOSITE","SELF","true","Blocked","Q-05-R: advanced ledger semantics not decided; use manual-record baseline","Disclosure","Sensitive","sharing.link.read","FX27-S11","Historical ledger/account/budget/debt/FX contract remains proposal; category and amount manual flow has separate keys/tables","false"
"vault.session.unlock","FX-28","COMMAND","CONTROL","false","Resolved delegated","DEC-20260907-Q04; security ADR-PO-04, runtime proof required","Security","Administrative","","FX28-S01","Own vault session; unlock recent auth + key proof Q-04; lock clears rendered secrets; Owner personal-only; encrypted payload/keys/recovery Q-04; no support plaintext or share/export; deleted items/values/history/keys retained encrypted; account.IsDeleted blocks access; no owner restore or crypto-erasure; current authenticated owner only","true"
"vault.session.lock","FX-28","COMMAND","CONTROL","false","Resolved delegated","DEC-20260907-Q04; security ADR-PO-04, runtime proof required","Security","Administrative","","FX28-S01;FX28-S06","Own vault session; unlock recent auth + key proof Q-04; lock clears rendered secrets; Owner personal-only; encrypted payload/keys/recovery Q-04; no support plaintext or share/export; deleted items/values/history/keys retained encrypted; account.IsDeleted blocks access; no owner restore or crypto-erasure; current authenticated owner only","true"
"vault.item.read","FX-28","QUERY","SELF","true","Resolved delegated","DEC-20260907-Q04; security ADR-PO-04, runtime proof required","Normal","Normal","","FX28-S01;FX28-S02","Owner personal-only; encrypted payload/keys/recovery Q-04; no support plaintext or share/export; Owner personal-only; encrypted payload/keys/recovery Q-04; no support plaintext or share/export; deleted items/values/history/keys retained encrypted; account.IsDeleted blocks access; no owner restore or crypto-erasure; current authenticated owner only","true"
"vault.item.create","FX-28","COMMAND","SELF","true","Resolved delegated","DEC-20260907-Q04; security ADR-PO-04, runtime proof required","Normal","Normal","","FX28-S03","Owner personal-only; encrypted payload/keys/recovery Q-04; no support plaintext or share/export; Owner personal-only; encrypted payload/keys/recovery Q-04; no support plaintext or share/export; deleted items/values/history/keys retained encrypted; account.IsDeleted blocks access; no owner restore or crypto-erasure; current authenticated owner only","true"
"vault.item.update","FX-28","COMMAND","SELF","true","Resolved delegated","DEC-20260907-Q04; security ADR-PO-04, runtime proof required","Normal","Normal","vault.item.read","FX28-S03","Owner personal-only; encrypted payload/keys/recovery Q-04; no support plaintext or share/export; Owner personal-only; encrypted payload/keys/recovery Q-04; no support plaintext or share/export; deleted items/values/history/keys retained encrypted; account.IsDeleted blocks access; no owner restore or crypto-erasure; current authenticated owner only","true"
"vault.item.reveal","FX-28","COMMAND","SELF","true","Resolved delegated","DEC-20260907-Q04; security ADR-PO-04, runtime proof required","Secret","Sensitive","","FX28-S02","Own unlocked Vault; recent authentication policy Q-02/Q-04; no logs/toasts/URL/storage payload; Owner personal-only; encrypted payload/keys/recovery Q-04; no support plaintext or share/export; deleted items/values/history/keys retained encrypted; account.IsDeleted blocks access; no owner restore or crypto-erasure; current authenticated owner only","true"
"vault.item.copy","FX-28","COMMAND","SELF","true","Resolved delegated","DEC-20260907-Q04; security ADR-PO-04, runtime proof required","Secret","Sensitive","","FX28-S02","Own unlocked Vault; recent authentication policy Q-02/Q-04; no logs/toasts/URL/storage payload; Owner personal-only; encrypted payload/keys/recovery Q-04; no support plaintext or share/export; deleted items/values/history/keys retained encrypted; account.IsDeleted blocks access; no owner restore or crypto-erasure; current authenticated owner only","true"
"vault.item.trash","FX-28","COMMAND","SELF","true","Resolved delegated","DEC-20260907-Q04; security ADR-PO-04, runtime proof required","Lifecycle","Normal","","FX28-S06","Own active unlocked item + current source grant; set IsDeleted=true and registry Trash atomically; retain ciphertext/history/wrapped keys; cannot purge; restoration requires explicit SuperAdmin Recovery","true"
"vault.item.restore","FX-28","COMMAND","SELF","false","Superseded","DEC-20260907-Q04: no Vault purge; recovery uses new SuperAdmin-only contracts","Lifecycle","Normal","","FX28-S06","Owner restore/purge keys retired; no automatic grant migration to Recovery","false"
"vault.item.purge","FX-28","COMMAND","SELF","false","Superseded","DEC-20260907-Q04: no Vault purge; recovery uses new SuperAdmin-only contracts","Destructive","Administrative","","FX28-S06","Owner restore/purge keys retired; no automatic grant migration to Recovery","false"
"vault.item.history","FX-28","QUERY","SELF","true","Resolved delegated","DEC-20260907-Q04; security ADR-PO-04, runtime proof required","Sensitive","Sensitive","","FX28-S04","Owner-only history, cùng owner/module; không share/support; Owner personal-only; encrypted payload/keys/recovery Q-04; no support plaintext or share/export; deleted items/values/history/keys retained encrypted; account.IsDeleted blocks access; no owner restore or crypto-erasure; current authenticated owner only","true"
"vault.item.restore_version","FX-28","COMMAND","SELF","false","Superseded","DEC-20260907-Q04: no Vault purge; recovery uses new SuperAdmin-only contracts","Lifecycle","Normal","","FX28-S04","Owner restore/purge keys retired; no automatic grant migration to Recovery","false"
"vault.folder.read","FX-28","QUERY","SELF","true","Resolved delegated","DEC-20260907-Q04; security ADR-PO-04, runtime proof required","Normal","Normal","","FX28-S01","Owner personal-only; encrypted payload/keys/recovery Q-04; no support plaintext or share/export; Owner personal-only; encrypted payload/keys/recovery Q-04; no support plaintext or share/export; deleted items/values/history/keys retained encrypted; account.IsDeleted blocks access; no owner restore or crypto-erasure; current authenticated owner only","true"
"vault.folder.create","FX-28","COMMAND","SELF","true","Resolved delegated","DEC-20260907-Q04; security ADR-PO-04, runtime proof required","Normal","Normal","","FX28-S01","Own unlocked Vault; removal requires Unfiled/replacement strategy; không purge items; Owner personal-only; encrypted payload/keys/recovery Q-04; no support plaintext or share/export; deleted items/values/history/keys retained encrypted; account.IsDeleted blocks access; no owner restore or crypto-erasure; current authenticated owner only","true"
"vault.folder.rename","FX-28","COMMAND","SELF","true","Resolved delegated","DEC-20260907-Q04; security ADR-PO-04, runtime proof required","Normal","Normal","","FX28-S01","Own unlocked Vault; removal requires Unfiled/replacement strategy; không purge items; Owner personal-only; encrypted payload/keys/recovery Q-04; no support plaintext or share/export; deleted items/values/history/keys retained encrypted; account.IsDeleted blocks access; no owner restore or crypto-erasure; current authenticated owner only","true"
"vault.folder.remove","FX-28","COMMAND","SELF","true","Resolved delegated","DEC-20260907-Q04; security ADR-PO-04, runtime proof required","Normal","Normal","","FX28-S01","Own unlocked Vault; removal requires Unfiled/replacement strategy; không purge items; Owner personal-only; encrypted payload/keys/recovery Q-04; no support plaintext or share/export; deleted items/values/history/keys retained encrypted; account.IsDeleted blocks access; no owner restore or crypto-erasure; current authenticated owner only","true"
"vault.tag.manage","FX-28","COMMAND","SELF","true","Resolved delegated","DEC-20260907-Q04; security ADR-PO-04, runtime proof required","Normal","Normal","","FX28-S01","Vault namespace only; encrypted metadata policy Q-04; Owner personal-only; encrypted payload/keys/recovery Q-04; no support plaintext or share/export; deleted items/values/history/keys retained encrypted; account.IsDeleted blocks access; no owner restore or crypto-erasure; current authenticated owner only","true"
"vault.recovery_code.mark_used","FX-28","COMMAND","SELF","true","Resolved delegated","DEC-20260907-Q04; security ADR-PO-04, runtime proof required","Secret","Sensitive","","FX28-S02","Own unlocked item, audited history; không tự thực hiện recovery bên ngoài; Owner personal-only; encrypted payload/keys/recovery Q-04; no support plaintext or share/export; deleted items/values/history/keys retained encrypted; account.IsDeleted blocks access; no owner restore or crypto-erasure; current authenticated owner only","true"
"vault.reference.resolve","FX-28","WORKER","SYSTEM","false","Resolved delegated","DEC-20260907-Q04; security ADR-PO-04, runtime proof required","Secret","Sensitive","","","Trusted purpose-scoped invocation; owner/module/action + Vault policy; no generic Admin endpoint; Owner personal-only; encrypted payload/keys/recovery Q-04; no support plaintext or share/export; deleted items/values/history/keys retained encrypted; account.IsDeleted blocks access; no owner restore or crypto-erasure; current authenticated owner only","true"
"vault.generator.generate","FX-28","LOCAL","SELF","true","Resolved delegated","DEC-20260907-Q04; security ADR-PO-04, runtime proof required","Secret","Sensitive","","FX28-S05","CSPRNG local, no persistence; không đọc Vault; Owner personal-only; encrypted payload/keys/recovery Q-04; no support plaintext or share/export; deleted items/values/history/keys retained encrypted; account.IsDeleted blocks access; no owner restore or crypto-erasure; current authenticated owner only","true"
"vault.generator.copy","FX-28","LOCAL","SELF","false","Resolved delegated","DEC-20260907-Q04; security ADR-PO-04, runtime proof required","Secret","Sensitive","","FX28-S05","Chỉ current authorized local buffer; generic toast; Owner personal-only; encrypted payload/keys/recovery Q-04; no support plaintext or share/export; deleted items/values/history/keys retained encrypted; account.IsDeleted blocks access; no owner restore or crypto-erasure; current authenticated owner only","true"
"news.source.read","FX-29","QUERY","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX29-S01","Own subscriptions/state; fetched articles bất biến từ provider, không editor; Own subscriptions/state; fetched articles bất biến từ provider, không editor","true"
"news.source.follow","FX-29","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX29-S02","Own subscription; unfollow không xóa saved references ngoài scope; Own subscriptions/state; fetched articles bất biến từ provider, không editor","true"
"news.source.update","FX-29","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX29-S02","Own subscription; unfollow không xóa saved references ngoài scope; Own subscriptions/state; fetched articles bất biến từ provider, không editor","true"
"news.source.pause","FX-29","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX29-S01","Own subscription; unfollow không xóa saved references ngoài scope; Own subscriptions/state; fetched articles bất biến từ provider, không editor","true"
"news.source.resume","FX-29","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX29-S01","Own subscription; unfollow không xóa saved references ngoài scope; Own subscriptions/state; fetched articles bất biến từ provider, không editor","true"
"news.source.unfollow","FX-29","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX29-S01","Own subscription; unfollow không xóa saved references ngoài scope; Own subscriptions/state; fetched articles bất biến từ provider, không editor","true"
"news.source.refresh","FX-29","COMMAND","SELF","true","Blocked","DEP-EXT-01: outbound ingestion boundary needs clarification","Normal","Normal","","FX29-S01","No automatic upstream call/fetch/refresh. Existing safe owned snapshots may be read through separate read actions; report unavailable/stale, not fake live results","false"
"news.article.read","FX-29","QUERY","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX29-S03;FX29-S04","Current source visibility; failed parser giữ external-open fallback; Own subscriptions/state; fetched articles bất biến từ provider, không editor","true"
"news.article.mark_read","FX-29","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX29-S03","Own read state; mark-all snapshot/watermark, không cả nguồn mới đến; Own subscriptions/state; fetched articles bất biến từ provider, không editor","true"
"news.article.mark_unread","FX-29","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX29-S03","Own read state; mark-all snapshot/watermark, không cả nguồn mới đến; Own subscriptions/state; fetched articles bất biến từ provider, không editor","true"
"news.article.mark_all_read","FX-29","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX29-S03","Own read state; mark-all snapshot/watermark, không cả nguồn mới đến; Own subscriptions/state; fetched articles bất biến từ provider, không editor","true"
"news.article.save","FX-29","COMPOSITE","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","reading.item.save","FX29-S04","No duplicated body, reading.item.save + source read; Own subscriptions/state; fetched articles bất biến từ provider, không editor","true"
"news.history.read","FX-29","QUERY","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX29-S03","Own subscriptions/state; fetched articles bất biến từ provider, không editor; Own subscriptions/state; fetched articles bất biến từ provider, không editor","true"
"news.history.clear","FX-29","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX29-S03","Own subscriptions/state; fetched articles bất biến từ provider, không editor; Own subscriptions/state; fetched articles bất biến từ provider, không editor","true"
"news.category.read","FX-29","QUERY","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX29-S01","Own subscriptions/state; fetched articles bất biến từ provider, không editor; Own subscriptions/state; fetched articles bất biến từ provider, không editor","true"
"news.category.create","FX-29","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX29-S01","Own subscriptions/state; fetched articles bất biến từ provider, không editor; Own subscriptions/state; fetched articles bất biến từ provider, không editor","true"
"news.category.update","FX-29","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","news.category.read","FX29-S01","Own subscriptions/state; fetched articles bất biến từ provider, không editor; Own subscriptions/state; fetched articles bất biến từ provider, không editor","true"
"news.category.remove","FX-29","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX29-S01","Giữ subscriptions, reassign/unfiled preview; Own subscriptions/state; fetched articles bất biến từ provider, không editor","true"
"news.watch.read","FX-29","QUERY","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX29-S05","Own subscriptions/state; fetched articles bất biến từ provider, không editor; Own subscriptions/state; fetched articles bất biến từ provider, không editor","true"
"news.watch.create","FX-29","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX29-S05","Own subscriptions/state; fetched articles bất biến từ provider, không editor; Own subscriptions/state; fetched articles bất biến từ provider, không editor","true"
"news.watch.update","FX-29","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","news.watch.read","FX29-S05","Own subscriptions/state; fetched articles bất biến từ provider, không editor; Own subscriptions/state; fetched articles bất biến từ provider, không editor","true"
"news.watch.enable","FX-29","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX29-S05","Own query definition; không AI/paid crawling; Own subscriptions/state; fetched articles bất biến từ provider, không editor","true"
"news.watch.disable","FX-29","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX29-S05","Own query definition; không AI/paid crawling; Own subscriptions/state; fetched articles bất biến từ provider, không editor","true"
"news.watch.delete","FX-29","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX29-S05","Own query definition; không AI/paid crawling; Own subscriptions/state; fetched articles bất biến từ provider, không editor","true"
"news.match.read","FX-29","QUERY","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX29-S05","Own subscriptions/state; fetched articles bất biến từ provider, không editor; Own subscriptions/state; fetched articles bất biến từ provider, không editor","true"
"news.worker.fetch","FX-29","WORKER","SYSTEM","false","Blocked","DEP-EXT-01: outbound ingestion boundary needs clarification","Normal","Normal","","","No automatic upstream call/fetch/refresh. Existing safe owned snapshots may be read through separate read actions; report unavailable/stale, not fake live results","false"
"news.worker.match","FX-29","WORKER","SYSTEM","false","Resolved delegated","Local evaluation only; outbound fetch unavailable","Normal","Normal","","","Current owned existing articles/watch definitions only; no remote fetch implicit in match","true"
"prices.tracker.read","FX-30","QUERY","SELF","true","Paused","DEC-20260907-Q06/Q07: Paused by Product Owner","Normal","Normal","","FX30-S01","No active product handler/provider/worker/enablement; preserve definition/history only. Resume requires PO; core notification infrastructure is separate","false"
"prices.tracker.create","FX-30","COMMAND","SELF","true","Paused","DEC-20260907-Q06/Q07: Paused by Product Owner","Normal","Normal","","FX30-S02","No active product handler/provider/worker/enablement; preserve definition/history only. Resume requires PO; core notification infrastructure is separate","false"
"prices.tracker.update","FX-30","COMMAND","SELF","true","Paused","DEC-20260907-Q06/Q07: Paused by Product Owner","Normal","Normal","prices.tracker.read","FX30-S02","No active product handler/provider/worker/enablement; preserve definition/history only. Resume requires PO; core notification infrastructure is separate","false"
"prices.tracker.pause","FX-30","COMMAND","SELF","true","Paused","DEC-20260907-Q06/Q07: Paused by Product Owner","Normal","Normal","","FX30-S01","No active product handler/provider/worker/enablement; preserve definition/history only. Resume requires PO; core notification infrastructure is separate","false"
"prices.tracker.resume","FX-30","COMMAND","SELF","true","Paused","DEC-20260907-Q06/Q07: Paused by Product Owner","Normal","Normal","","FX30-S01","No active product handler/provider/worker/enablement; preserve definition/history only. Resume requires PO; core notification infrastructure is separate","false"
"prices.tracker.remove","FX-30","COMMAND","SELF","true","Paused","DEC-20260907-Q06/Q07: Paused by Product Owner","Normal","Normal","","FX30-S01","No active product handler/provider/worker/enablement; preserve definition/history only. Resume requires PO; core notification infrastructure is separate","false"
"prices.tracker.refresh","FX-30","COMMAND","SELF","true","Paused","DEC-20260907-Q06/Q07: Paused by Product Owner","Normal","Normal","","FX30-S03","No active product handler/provider/worker/enablement; preserve definition/history only. Resume requires PO; core notification infrastructure is separate","false"
"prices.observation.read","FX-30","QUERY","SELF","true","Paused","DEC-20260907-Q06/Q07: Paused by Product Owner","Normal","Normal","","FX30-S03","No active product handler/provider/worker/enablement; preserve definition/history only. Resume requires PO; core notification infrastructure is separate","false"
"prices.alert.read","FX-30","QUERY","SELF","true","Paused","DEC-20260907-Q06/Q07: Paused by Product Owner","Normal","Normal","","FX30-S04","No active product handler/provider/worker/enablement; preserve definition/history only. Resume requires PO; core notification infrastructure is separate","false"
"prices.alert.create","FX-30","COMMAND","SELF","true","Paused","DEC-20260907-Q06/Q07: Paused by Product Owner","Normal","Normal","","FX30-S04","No active product handler/provider/worker/enablement; preserve definition/history only. Resume requires PO; core notification infrastructure is separate","false"
"prices.alert.update","FX-30","COMMAND","SELF","true","Paused","DEC-20260907-Q06/Q07: Paused by Product Owner","Normal","Normal","prices.alert.read","FX30-S04","No active product handler/provider/worker/enablement; preserve definition/history only. Resume requires PO; core notification infrastructure is separate","false"
"prices.alert.enable","FX-30","COMMAND","SELF","true","Paused","DEC-20260907-Q06/Q07: Paused by Product Owner","Normal","Normal","","FX30-S04","No active product handler/provider/worker/enablement; preserve definition/history only. Resume requires PO; core notification infrastructure is separate","false"
"prices.alert.disable","FX-30","COMMAND","SELF","true","Paused","DEC-20260907-Q06/Q07: Paused by Product Owner","Normal","Normal","","FX30-S04","No active product handler/provider/worker/enablement; preserve definition/history only. Resume requires PO; core notification infrastructure is separate","false"
"prices.alert.remove","FX-30","COMMAND","SELF","true","Paused","DEC-20260907-Q06/Q07: Paused by Product Owner","Normal","Normal","","FX30-S04","No active product handler/provider/worker/enablement; preserve definition/history only. Resume requires PO; core notification infrastructure is separate","false"
"prices.delivery.read","FX-30","QUERY","SELF","true","Paused","DEC-20260907-Q06/Q07: Paused by Product Owner","Normal","Normal","","FX30-S05","No active product handler/provider/worker/enablement; preserve definition/history only. Resume requires PO; core notification infrastructure is separate","false"
"prices.worker.fetch","FX-30","WORKER","SYSTEM","false","Paused","DEC-20260907-Q06/Q07: Paused by Product Owner","Normal","Normal","","","No active product handler/provider/worker/enablement; preserve definition/history only. Resume requires PO; core notification infrastructure is separate","false"
"prices.worker.evaluate","FX-30","WORKER","SYSTEM","false","Paused","DEC-20260907-Q06/Q07: Paused by Product Owner","Normal","Normal","","","No active product handler/provider/worker/enablement; preserve definition/history only. Resume requires PO; core notification infrastructure is separate","false"
"shopping.wishlist.read","FX-31","QUERY","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX31-S01","Owner manual records; không checkout/payment/provider write; Owner manual records; không checkout/payment/provider write","true"
"shopping.wishlist.create","FX-31","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX31-S01","Owner manual records; không checkout/payment/provider write; Owner manual records; không checkout/payment/provider write","true"
"shopping.wishlist.update","FX-31","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","shopping.wishlist.read","FX31-S01","Owner manual records; không checkout/payment/provider write; Owner manual records; không checkout/payment/provider write","true"
"shopping.wishlist.mark_purchased","FX-31","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX31-S01","Explicit owner action, không auto post Finance; Owner manual records; không checkout/payment/provider write","true"
